entity,timestamp,Temperature,TemperatureSpectralScore,SaliencyAnomalyScore,TemperatureFFTScore,TemperatureKmeansScore
MyRoom,2017-10-09 20:52:00,23.0,0.9338672506485446,6.59494745637818,5.781234107042706,0.43310083486819795
MyRoom,2017-10-09 20:53:00,22.875,0.934655022416119,6.439138852879638,5.754790066257986,0.4284181506511127
MyRoom,2017-10-09 20:54:00,22.9375,0.9418928398910934,6.860528916353234,5.325490796985341,0.40841750160519463
MyRoom,2017-10-09 20:55:00,22.875,0.952450124251156,7.2477512998462155,5.277161747117066,0.40262525256158316
MyRoom,2017-10-09 20:56:00,22.8125,0.9597973671252571,7.388906132581919,4.703538757645592,0.41297324834086513
MyRoom,2017-10-09 20:57:00,22.8125,0.9591330062897736,6.66008509657607,4.675014065715936,0.3863221458005889
MyRoom,2017-10-09 20:58:00,22.875,0.9515489161890531,6.566375858688318,5.131947457804398,0.38768954069443573
MyRoom,2017-10-09 20:59:00,22.9375,0.9437204551424468,7.4994218068253,4.290982080282332,0.3218211339771255
MyRoom,2017-10-09 21:00:00,22.9375,0.9432312345910636,9.095010622920402,4.828770986672381,0.3103956878403282
MyRoom,2017-10-09 21:01:00,22.875,0.9532149089552496,10.008725720327343,4.303468220426517,0.27496663632322027
MyRoom,2017-10-09 21:02:00,22.875,0.9703780441610576,9.368343457977245,5.4173000920583,0.251612605603376
MyRoom,2017-10-09 21:03:00,22.75,0.9888464564786548,7.934929473625187,14.199821018877579,0.3965798076999031
MyRoom,2017-10-09 21:04:00,22.8125,1.006663143189515,6.611649811492559,16.783994417826534,0.4401668850715959
MyRoom,2017-10-09 21:05:00,22.75,1.0254880398852149,6.89295607235623,16.740284002341312,0.43883002762129925
MyRoom,2017-10-09 21:06:00,22.8125,1.044582607789064,7.042674252000563,18.51088552941518,0.4590636066075814
MyRoom,2017-10-09 21:07:00,22.6875,1.0600901283295618,7.058652896027346,17.850615080141196,0.4690597922955781
MyRoom,2017-10-09 21:08:00,22.4375,1.0695539532742653,6.661724725239924,18.073295239915897,0.5156647875256543
MyRoom,2017-10-09 21:09:00,22.875,1.075407717706144,5.68071150820193,18.260341938118646,0.5751567880498465
MyRoom,2017-10-09 21:10:00,22.75,1.083939558845178,6.43373347923281,21.517225170836564,0.5979232339789649
MyRoom,2017-10-09 21:11:00,22.5625,1.0980325901231662,7.104150925874126,20.882689093584442,0.6055719145867435
MyRoom,2017-10-09 21:12:00,22.625,1.1120584805488942,7.273705829751959,24.791335384806313,0.63405849262053
MyRoom,2017-10-09 21:13:00,22.5625,1.1182458214977344,7.258254417730244,24.609653390019453,0.5656876615169436
MyRoom,2017-10-09 21:14:00,22.5,1.1171884612115195,13.438477441279991,29.744992964433447,0.6185494833292664
MyRoom,2017-10-09 21:15:00,22.8125,1.1170969255625154,13.823910529789234,24.312061712661905,0.6267233832496699
MyRoom,2017-10-09 21:16:00,22.6875,1.1220264265197695,9.86097962153513,20.212293338718933,0.5553609974835795
MyRoom,2017-10-09 21:17:00,22.4375,1.1268134823962395,8.533412152526495,18.271726048950537,0.520075642892841
MyRoom,2017-10-09 21:18:00,22.4375,1.1242255491685753,8.586561445200466,18.5706941708513,0.5095443296553342
MyRoom,2017-10-09 21:19:00,22.8125,1.1139773020957444,15.48009175709159,25.729754662204357,0.5298029896053783
MyRoom,2017-10-09 21:20:00,22.625,1.1059272035101915,15.299323166371497,26.13573663878458,0.5354861654772298
MyRoom,2017-10-09 21:21:00,22.6875,1.1130823675427817,15.296981496726842,24.97052920220253,0.5424698879163298
MyRoom,2017-10-09 21:22:00,22.625,1.138024747222808,14.999013594625517,20.923635246363293,0.4626819533175676
MyRoom,2017-10-09 21:23:00,22.5625,1.169181377354204,13.660544575898253,20.163707734506485,0.4356700482100684
MyRoom,2017-10-09 21:24:00,22.3125,1.1919661924228337,10.25030750505918,18.11698846263469,0.4274831842738581
MyRoom,2017-10-09 21:25:00,22.4375,1.2001863305053624,11.860665075519218,15.614978641948221,0.43872063678588047
MyRoom,2017-10-09 21:26:00,22.5625,1.1965491276186218,10.72518041065817,11.985702053925358,0.34671579713554734
MyRoom,2017-10-09 21:27:00,22.5625,1.1878985728625222,10.738027259331922,11.727461487336159,0.34748058212018995
MyRoom,2017-10-09 21:28:00,22.4375,1.1804227733286736,9.303490261438554,11.392353436996208,0.3440057161588676
MyRoom,2017-10-09 21:29:00,22.5,1.177176822936907,7.595141910851362,10.321931376536355,0.3268057654031995
MyRoom,2017-10-09 21:30:00,22.625,1.1787634138216,7.428184917294109,9.80935103914081,0.3268835767253338
MyRoom,2017-10-09 21:31:00,22.5,1.1847522012858265,6.342253499632413,7.125361315491254,0.2591129892842935
MyRoom,2017-10-09 21:32:00,22.5,1.1939347147613473,6.465920423552943,8.191955280368424,0.31755666795243004
MyRoom,2017-10-09 21:33:00,22.375,1.204494749170808,7.418407339840757,8.869650955936308,0.37097900888257446
MyRoom,2017-10-09 21:34:00,22.5625,1.2162865627002915,7.555787448592104,8.666223489038403,0.3977466758533345
MyRoom,2017-10-09 21:35:00,22.4375,1.231178895791476,7.475788766893896,9.587137216965836,0.4750749759524503
MyRoom,2017-10-09 21:36:00,22.4375,1.249995190672085,8.786002472411212,15.703295387824369,0.5010835325620245
MyRoom,2017-10-09 21:37:00,22.3125,1.2681854303022242,7.823264968497224,15.98518965895959,0.5407823066385697
MyRoom,2017-10-09 21:38:00,22.3125,1.2782141133196259,7.828584076285929,16.808460005301768,0.5480843256466611
MyRoom,2017-10-09 21:39:00,22.375,1.2766234047874183,7.699496813609498,16.640714591041796,0.5144918256525104
MyRoom,2017-10-09 21:40:00,22.25,1.2668383913451742,8.188329595306387,17.7884487820752,0.506100024249827
MyRoom,2017-10-09 21:41:00,22.625,1.2569609537059534,7.94030743653912,16.039086826403867,0.4467396589249553
MyRoom,2017-10-09 21:42:00,22.25,1.2543135478799587,7.941385401171247,16.50734197509161,0.42687907674555275
MyRoom,2017-10-09 21:43:00,22.5,1.2613138691947017,7.530246474377292,16.078891949717953,0.41852049315772366
MyRoom,2017-10-09 21:44:00,22.375,1.2747438155366722,6.940380558523358,16.465921370613444,0.4400584861192798
MyRoom,2017-10-09 21:45:00,22.25,1.287677702656683,6.054565416794003,16.602564164366907,0.4371609776879248
MyRoom,2017-10-09 21:46:00,22.375,1.2938616797560076,6.5046129564714805,17.06346354568408,0.45398751662658876
MyRoom,2017-10-09 21:47:00,22.25,1.2916178089348145,6.600995845704404,14.5231027142281,0.4510143025048274
MyRoom,2017-10-09 21:48:00,22.375,1.2834429972228318,6.275405595466792,14.025520471170712,0.3632534204593765
MyRoom,2017-10-09 21:49:00,22.4375,1.2758283655090834,6.313065349003418,12.513067845996854,0.36148917184492524
MyRoom,2017-10-09 22:00:00,22.3125,1.2764801060017912,6.134659586768269,10.637982979959888,0.3105414240018767
MyRoom,2017-10-09 22:01:00,22.4375,1.2882354582004796,6.030254542262542,11.222982982942362,0.320153896560273
MyRoom,2017-10-09 22:02:00,22.375,1.3076396755442097,5.801848102811701,10.639613339356382,0.3196435937649489
MyRoom,2017-10-09 22:03:00,22.125,1.327165418782707,5.821170319060932,10.631265587697015,0.31783757371553895
MyRoom,2017-10-09 22:04:00,22.25,1.340112878124208,5.807871789447807,10.212701132914598,0.32967196696655776
MyRoom,2017-10-09 22:05:00,22.3125,1.34522444292535,5.901897115552373,12.530109177371592,0.39626652289738984
MyRoom,2017-10-09 22:06:00,22.1875,1.347451776012463,5.948159683746792,12.064804230682377,0.41481238017657995
MyRoom,2017-10-09 22:07:00,22.3125,1.3544288643064095,5.901039064290161,12.16899606674643,0.44990488170419385
MyRoom,2017-10-09 22:08:00,22.25,1.369836737035256,6.787418519457242,11.218098712087155,0.4897978243660396
MyRoom,2017-10-09 22:09:00,22.1875,1.3912019769297121,7.043645647404466,9.524019239309805,0.4094853053500511
MyRoom,2017-10-09 22:10:00,22.0625,1.4137317074673648,5.483808861133373,9.044709095692843,0.41310511890931056
MyRoom,2017-10-09 22:11:00,22.125,1.43261589848616,5.59154265676874,8.981956166102657,0.38568544053105625
MyRoom,2017-10-09 22:12:00,22.125,1.4437541691646012,5.437189682996447,8.437195616755046,0.33628340744393953
MyRoom,2017-10-09 22:13:00,22.0,1.4454761914883365,5.490720785480936,8.408240622909744,0.32177317112094167
MyRoom,2017-10-09 22:14:00,22.0625,1.4390236152694051,5.57592621272387,7.030462860530476,0.2607688168853971
MyRoom,2017-10-09 22:15:00,22.1875,1.4278975293934162,5.552009981998019,6.349828560274877,0.22020075996582958
MyRoom,2017-10-09 22:16:00,22.125,1.4171565448414616,5.245910843026753,6.081993746651909,0.22586167311748054
MyRoom,2017-10-09 22:17:00,22.1875,1.411126263210067,5.304543150969464,6.896309949240533,0.26891620392676124
MyRoom,2017-10-09 22:18:00,22.125,1.4095721635751748,5.223476456226975,9.926176031208406,0.38493261743281887
MyRoom,2017-10-09 22:19:00,22.1875,1.4068408521183362,5.980869772538321,10.82339018995771,0.38717090919668407
MyRoom,2017-10-09 22:20:00,22.0625,1.3975766412791744,5.2782738435757635,9.335421568797212,0.4005867781176646
MyRoom,2017-10-09 22:21:00,22.1875,1.382429344618699,5.601153648821394,8.409762457514459,0.4076431912827052
MyRoom,2017-10-09 22:22:00,22.25,1.3673116796870275,5.308037060135913,8.457919878042626,0.42931873494047157
MyRoom,2017-10-09 22:23:00,22.375,1.3584738937335474,5.246416949558786,10.2038968750138,0.44394569491416935
MyRoom,2017-10-09 22:24:00,22.125,1.356566406318136,5.601287482635882,10.797331718120024,0.4432226569807661
MyRoom,2017-10-09 22:25:00,22.25,1.3563136671328757,5.846822763946902,15.327667553962089,0.46058002744189785
MyRoom,2017-10-09 22:26:00,22.1875,1.3510728059949975,5.855628883690595,15.496249314709218,0.44251121601162924
MyRoom,2017-10-09 22:27:00,22.25,1.3379850522405168,5.833873684963199,13.074257836686076,0.36576839290525587
MyRoom,2017-10-09 22:28:00,22.375,1.3204012466916168,5.901963571443464,13.657530664072986,0.358389236425587
MyRoom,2017-10-09 22:29:00,22.1875,1.3054024510411528,6.133193511101185,14.099429466389227,0.36646992496024716
MyRoom,2017-10-09 22:30:00,22.5,1.2986490604676422,5.5660193785271055,12.707683737307898,0.3638352069865533
MyRoom,2017-10-09 22:31:00,22.3125,1.301111228202472,5.392761198409441,11.103550342764297,0.3166756765054551
MyRoom,2017-10-09 22:32:00,22.3125,1.309192365024579,5.359997448575116,11.18603449874996,0.31692231359533235
MyRoom,2017-10-09 22:33:00,22.1875,1.3174051493416696,5.000796856414894,10.606019649103231,0.3068465417807035
MyRoom,2017-10-09 22:34:00,22.375,1.3218179602758406,4.855515331264662,10.16705689045688,0.2963443500343422
MyRoom,2017-10-09 22:35:00,22.25,1.3212136923253213,4.839303370091195,10.955413642022398,0.316959978550996
MyRoom,2017-10-09 22:36:00,22.3125,1.3164592032691231,5.0013746044524074,8.943686924913592,0.28728540825517185
MyRoom,2017-10-09 22:37:00,22.25,1.3083448800073068,4.450877949802117,8.068408513241787,0.30082010024342465
MyRoom,2017-10-09 22:38:00,22.375,1.297003251267968,4.418209732046727,7.975572338024578,0.30607905200658525
MyRoom,2017-10-09 22:39:00,22.3125,1.2832887893730487,5.045409282910789,10.27555255216919,0.4017942139832941
MyRoom,2017-10-09 22:50:00,22.4375,1.2685372762935683,5.151574097950601,9.219646384860622,0.4297488834068851
MyRoom,2017-10-09 22:51:00,22.3125,1.2527243557541134,5.2748664050037934,12.893059541111377,0.5731101107293934
MyRoom,2017-10-09 22:52:00,22.5,1.2342163325752618,5.4647213116112665,13.834258618570079,0.5742799432438187
MyRoom,2017-10-09 22:53:00,22.375,1.212993004589774,5.400469947978358,13.988201385955675,0.5528549809696667
MyRoom,2017-10-09 22:54:00,22.5625,1.1937226936173744,5.43105958624762,12.389993517546422,0.48149604614710206
MyRoom,2017-10-09 22:55:00,22.5,1.1833427364605256,5.363030236583396,12.9000205993433,0.45316806818071453
MyRoom,2017-10-09 22:56:00,22.6875,1.1847673648609425,5.193912855442919,13.392030638933692,0.41452793952026035
MyRoom,2017-10-09 22:57:00,22.375,1.1926186639936853,6.43347388407385,13.583275641631232,0.40034316716249263
MyRoom,2017-10-09 22:58:00,22.4375,1.1969857897096612,5.745438162051311,11.153642049157519,0.3359840265521591
MyRoom,2017-10-09 22:59:00,22.4375,1.1918212513299324,5.494965543929569,15.180730855225939,0.379610832043482
MyRoom,2017-10-09 23:00:00,22.5625,1.18074289644676,6.6619561416833015,18.81324261781058,0.4237902056421949
MyRoom,2017-10-09 23:01:00,22.625,1.1724886849090062,10.407854233349758,19.70722229641667,0.43740804403451994
MyRoom,2017-10-09 23:02:00,22.5,1.1722223752381211,13.09925439689636,218.43063254706718,1.6027237021748606
MyRoom,2017-10-09 23:03:00,22.5625,1.1890978585729433,27.6955087053066,529.640363252653,2.7284458528149944
MyRoom,2017-10-09 23:04:00,22.3125,1.252701684281455,29.648311066630487,695.1714594234473,3.4356336676892476
MyRoom,2017-10-09 23:05:00,22.75,1.4042466995997063,29.841111464990718,769.7658516577764,4.012111661345245
MyRoom,2017-10-09 23:06:00,22.4375,1.659154351566756,29.570001121296524,801.8701137508787,4.5143936965732445
MyRoom,2017-10-09 23:07:00,20.875,1.9791457206448557,31.469258467015983,818.0199814001069,4.954688672450389
MyRoom,2017-10-09 23:08:00,20.0,2.2860294344717706,33.146690122114926,812.4659919068803,5.352924731785228
MyRoom,2017-10-09 23:09:00,20.0,2.5095977653897013,33.6540120746225,799.0835938381906,5.734515110014622
MyRoom,2017-10-09 23:10:00,20.0,2.6282393213811157,34.73342754798577,751.5977794359494,6.089760967376869
MyRoom,2017-10-09 23:11:00,20.0,2.669972590325835,34.499022846475036,697.9846385381938,6.437739038019171
MyRoom,2017-10-09 23:12:00,20.0,2.6780226469065056,21.164481795483802,440.26919971467305,6.74194952178704
MyRoom,2017-10-09 23:13:00,20.0,2.67854266403865,8.914618069598042,78.36033263039803,7.053920239862498
MyRoom,2017-10-09 23:14:00,20.0,2.67854266403865,8.478398088102185,11.2254900949642,7.261207986824265
MyRoom,2017-10-09 23:15:00,20.0,2.67854266403865,5.458786432013774,9.292288341487414,7.268151510454053
MyRoom,2017-10-09 23:16:00,20.0,2.67854266403865,4.779712537716984,9.292288341487414,7.268151510454053
MyRoom,2017-10-09 23:17:00,20.0,2.67854266403865,4.364816019047165,9.292288341487414,7.268151510454053
MyRoom,2017-10-09 23:18:00,20.0,2.67854266403865,6.115615846687409,9.292288341487414,7.268151510454053
MyRoom,2017-10-09 23:19:00,20.0,2.6773962667667854,8.577619760396264,251.04951837756818,6.976125386842345
MyRoom,2017-10-09 23:20:00,20.0,2.661273312632764,20.144249697776875,689.0266651732343,6.7056524392975625
MyRoom,2017-10-09 23:21:00,20.0,2.5910457698316525,20.632081672547567,906.5154511870496,6.417151406694372
MyRoom,2017-10-09 23:22:00,20.0,2.4180516918064408,20.49625373858857,1013.2027775367403,6.121957561823273
MyRoom,2017-10-09 23:23:00,20.0,2.1254331679222314,20.357208201321303,1044.7519215251152,5.796403820669045
MyRoom,2017-10-09 23:24:00,21.8125,1.75707972772303,20.814103142725067,1063.8820385400722,5.460706801877349
MyRoom,2017-10-09 23:25:00,22.9375,1.4024021945698848,20.921135678901187,1075.618213639887,5.123593652044048
MyRoom,2017-10-09 23:26:00,22.875,1.1425841959041105,23.228661885709343,1053.694004561484,4.721656834523429
MyRoom,2017-10-09 23:27:00,22.9375,1.0038432555453598,24.577391348273036,997.4437929152272,4.298387870644676
MyRoom,2017-10-09 23:28:00,22.8125,0.9557402136495172,22.70725294610463,879.1759073906198,3.7827329369834355
MyRoom,2017-10-09 23:29:00,22.875,0.9478445190443129,17.323959956198298,628.0270522913244,2.9358514336712664
MyRoom,2017-10-09 23:30:00,23.0,0.9464681590320498,7.984446134202148,118.30092780914708,1.1470086240349988
MyRoom,2017-10-09 23:31:00,22.75,0.9406182147112292,7.427881485419965,11.747834138569075,0.498314638112206
MyRoom,2017-10-09 23:32:00,22.875,0.9304639474990669,5.394832430536409,8.309553720349859,0.4766668182926132
MyRoom,2017-10-09 23:33:00,23.0,0.9206565821004493,5.514605295134609,8.801569617757924,0.45704120739177656
MyRoom,2017-10-09 23:34:00,23.0,0.9157541493959854,5.098317442103806,8.574735080407313,0.4584398922611198
MyRoom,2017-10-09 23:35:00,22.9375,0.9161770363034637,5.261404757329016,7.972396000671285,0.41950628202666557
MyRoom,2017-10-09 23:36:00,22.8125,0.9180546409650617,5.293703373413818,7.683703567299755,0.3989429449877854
MyRoom,2017-10-09 23:37:00,22.9375,0.9168394325646967,5.449021413840831,6.8898283527195545,0.4115570722946394
MyRoom,2017-10-09 23:38:00,23.0,0.9123392843600441,4.752681540093942,4.3654853424061315,0.3166580219410829
MyRoom,2017-10-09 23:39:00,22.9375,0.9080028595532842,4.723256562478274,3.7599257674332835,0.2851409065657012
MyRoom,2017-10-09 23:40:00,22.9375,0.9058407924118104,4.117295502328932,3.956091073505227,0.31460989148842855
MyRoom,2017-10-09 23:41:00,22.9375,0.9053287963919342,4.086958569633033,3.4730611103881404,0.3275587507997416
MyRoom,2017-10-09 23:42:00,22.9375,0.9058370537568232,4.18109572703056,3.4936201852633952,0.3316602158278459
MyRoom,2017-10-09 23:43:00,23.0,0.9079353257068861,4.268163590072276,2.2921048003049496,0.2618651487649834
MyRoom,2017-10-09 23:44:00,22.9375,0.9113155741451134,4.164803136363397,2.4021557614382854,0.24617539108914038
MyRoom,2017-10-09 23:45:00,22.875,0.9130311426242342,3.4332904203978853,2.2314086427555724,0.25821282856250394
MyRoom,2017-10-09 23:46:00,22.9375,0.9101674069245217,3.5498966966706296,2.330298134691198,0.24917218952964054
MyRoom,2017-10-09 23:47:00,22.9375,0.9029973812638633,3.571065593708386,2.396269011962302,0.23753236615536089
MyRoom,2017-10-09 23:48:00,23.0,0.8945855438119444,3.557023039194011,2.405390663846151,0.22481936091218185
MyRoom,2017-10-09 23:49:00,23.0,0.8879650963853036,3.4731070568005333,2.5592619327313426,0.2219410450238355
MyRoom,2017-10-09 23:50:00,22.9375,0.8841363660696212,3.5018731230368454,2.3616952262306508,0.23633675280960822
MyRoom,2017-10-09 23:51:00,23.0,0.8829024480734794,3.513515803272746,2.454658423568606,0.22928264008488303
MyRoom,2017-10-09 23:52:00,23.0,0.8840642742605788,3.5113923924277617,1.9326646925716018,0.18088806018361386
MyRoom,2017-10-09 23:53:00,23.0,0.8867798959106891,3.541400379289262,1.8391169609388511,0.16234021111802066
MyRoom,2017-10-09 23:54:00,22.9375,0.8890157370581514,3.6724314589671487,1.6634902287557813,0.1397364062732051
MyRoom,2017-10-09 23:55:00,22.9375,0.8884990765733816,3.683545329928696,1.6183165924726626,0.13827721818427746
MyRoom,2017-10-09 23:56:00,23.0,0.8845122076558205,3.688825606753246,1.923720566735475,0.15167289137790263
MyRoom,2017-10-09 23:57:00,23.0,0.8784502498239626,3.700754266285461,1.7417196076322161,0.12691836254947653
MyRoom,2017-10-09 23:58:00,23.0,0.8723016696135887,3.917499015043663,1.7402664782181838,0.12564324561928433
MyRoom,2017-10-09 23:59:00,23.0,0.8673828006167479,3.9494289195326346,2.945570955439761,0.18346252996451842
MyRoom,2017-10-10 00:00:00,23.0,0.8651305078017908,3.905918470933081,3.0397756680254653,0.2032150932684802
MyRoom,2017-10-10 00:01:00,23.0625,0.8677819149598225,4.078732077067989,2.975757504553181,0.19121617294585275
MyRoom,2017-10-10 00:02:00,23.0,0.8761815508574202,4.228267933451991,2.7381690921871797,0.17142882362846057
MyRoom,2017-10-10 00:03:00,23.0,0.8872619594623761,4.148174111295597,2.880756897993679,0.18520356395669174
MyRoom,2017-10-10 00:04:00,22.875,0.8956416081975551,4.167021524726987,2.9392441024827534,0.18658685299230357
MyRoom,2017-10-10 00:05:00,22.9375,0.8978074468741969,3.921004681853616,3.476728716970098,0.1916877485662647
MyRoom,2017-10-10 00:06:00,23.0,0.8939530316163806,3.695487623577759,3.512435412776041,0.19188300040492237
MyRoom,2017-10-10 00:07:00,23.0,0.8867418946988608,3.8356302149886643,3.4841620018856947,0.18789338616486898
MyRoom,2017-10-10 00:08:00,22.9375,0.8790027444148607,4.106818436952048,3.2829386487159646,0.1996615930806221
MyRoom,2017-10-10 00:09:00,23.0,0.8728948435768642,4.306603645555339,3.161635016892971,0.20103448829618037
MyRoom,2017-10-10 00:10:00,23.0625,0.8700617380301896,3.635763282982272,3.0185105929670573,0.20894696840964064
MyRoom,2017-10-10 00:11:00,23.0,0.8711846682921611,3.497757284552057,2.2292988403551397,0.15396766384663854
MyRoom,2017-10-10 00:12:00,23.0,0.8750244627814925,3.7746486298877358,1.9588714077429845,0.12761936703458981
MyRoom,2017-10-10 00:13:00,22.9375,0.8784269728697605,3.80382590590262,2.226910066871661,0.13598237620823675
MyRoom,2017-10-10 00:14:00,23.0,0.8783548761879001,3.743769461557132,2.3983598427461343,0.14811925258734193
MyRoom,2017-10-10 00:15:00,23.0,0.8738875323227983,3.7230818731643485,2.0620726141231245,0.13248805264093966
MyRoom,2017-10-10 00:16:00,23.0,0.8661395194061875,3.62599104699207,2.1050602299610537,0.1249456385510902
MyRoom,2017-10-10 00:17:00,23.0,0.8572664868893787,3.5539695424813194,2.4380641276627024,0.14155243690602032
MyRoom,2017-10-10 00:18:00,23.0625,0.850546910594739,3.6201251522101847,2.4358711935446555,0.14338276439499048
MyRoom,2017-10-10 00:19:00,23.0625,0.8493803307983413,3.6219761770967436,2.690076586458772,0.1560655637300309
MyRoom,2017-10-10 00:20:00,23.0625,0.8544074006569936,3.6514854978783187,2.395899197039156,0.13244362644565527
MyRoom,2017-10-10 00:21:00,23.0,0.8621911110609106,3.726081298951199,2.375538250981041,0.13216737196685957
MyRoom,2017-10-10 00:22:00,22.9375,0.8677387794480461,3.6699676923316993,2.514130611406569,0.1399119206873792
MyRoom,2017-10-10 00:23:00,23.0,0.8682964164532189,3.725827293323258,2.54129255426972,0.13854919398159948
MyRoom,2017-10-10 00:24:00,23.0625,0.8649832922075618,3.5270331947029234,2.8557971760865666,0.1509393609774849
MyRoom,2017-10-10 00:25:00,23.0,0.8616306303651076,3.5983511594044777,2.852119386187264,0.14475332428772808
MyRoom,2017-10-10 00:26:00,23.0,0.8616709177913472,3.672371794607286,2.697998931699521,0.1369994618339804
MyRoom,2017-10-10 00:27:00,23.0625,0.8655844032446067,3.695365968228812,2.3522994474101866,0.1357985417555993
MyRoom,2017-10-10 00:28:00,23.0,0.8711386666841738,3.7082696697093853,2.336010048585749,0.14074518699943483
MyRoom,2017-10-10 00:29:00,22.9375,0.8755813062768074,3.8662664909354203,1.864736783551638,0.11241977723305385
MyRoom,2017-10-10 00:30:00,23.0,0.8772334725133475,4.068218212033366,2.073460801053159,0.11594960236023259
MyRoom,2017-10-10 00:31:00,23.0,0.8756100325908677,4.074264141118128,2.0031731364017875,0.12261006331012031
MyRoom,2017-10-10 00:32:00,23.0,0.8710628149745697,4.125280009236327,2.6257941055940757,0.1632324526966892
MyRoom,2017-10-10 00:33:00,23.0,0.8639069074140302,4.282945361885982,2.8880609179459764,0.16129076402268558
MyRoom,2017-10-10 00:34:00,23.0,0.8544150247574077,4.533128066676944,2.587497540533018,0.16601753445046818
MyRoom,2017-10-10 00:35:00,23.0625,0.844187086676984,4.563339141658716,3.9886233559971815,0.24068083403010737
MyRoom,2017-10-10 00:36:00,23.0625,0.8353473729190972,4.506416649861482,3.7744627988713715,0.23430053153040492
MyRoom,2017-10-10 00:37:00,23.125,0.8285370032804856,4.4840078282290605,4.211310056565123,0.23372832576827937
MyRoom,2017-10-10 00:38:00,23.0,0.8235308307437516,4.246117067952062,4.41399294481733,0.23403856745527654
MyRoom,2017-10-10 00:39:00,23.0625,0.8212673340990012,4.046953086191425,4.467702364435849,0.2325141976925194
MyRoom,2017-10-10 00:40:00,23.1875,0.8240000744081791,4.0698881867108065,4.289491649035998,0.2333942032575717
MyRoom,2017-10-10 00:41:00,23.0625,0.8330070317356805,4.039925686257861,4.050153091428756,0.2345706382129819
MyRoom,2017-10-10 00:42:00,23.0,0.8458272287441161,3.9826499175529166,4.123684155500456,0.23428648093547935
MyRoom,2017-10-10 00:43:00,23.0,0.856597957046939,3.8792401065627367,4.215394239176386,0.2271610413015023
MyRoom,2017-10-10 00:44:00,23.0,0.8605033209833455,3.866973678362733,4.007246731810434,0.2055408218905608
MyRoom,2017-10-10 00:45:00,23.0,0.8582263660957472,3.914452327200256,3.625829333284419,0.19933165873009048
MyRoom,2017-10-10 00:46:00,23.0625,0.8549833623992332,3.879799003551794,3.9239780512053266,0.1994457075516583
MyRoom,2017-10-10 00:47:00,23.0625,0.855540843043261,3.8073762944883605,2.0856716847880827,0.12030746521963383
MyRoom,2017-10-10 00:48:00,23.0,0.8611359245086649,3.8403494869458132,1.7876053702339139,0.11246996407503122
MyRoom,2017-10-10 00:49:00,23.0,0.8694460742691558,3.7881940920641384,2.084894081006476,0.12218398791638777
MyRoom,2017-10-10 00:50:00,23.0,0.8760750764789288,3.7078651617756773,2.929358650368028,0.16450914819441914
MyRoom,2017-10-10 00:51:00,22.9375,0.8766689589288464,3.694002070142241,2.964662570477013,0.1715889521088087
MyRoom,2017-10-10 00:52:00,23.0,0.8693472168794366,3.679557925452384,2.8715531020402882,0.1739114911199242
