entity,timestamp,Temperature,TemperatureSpectralScore,SaliencyAnomalyScore,TemperatureFFTScore,TemperatureKmeansScore,TemperatureMatrixProfileScore,TemperatureNoDataScore
MyRoom,2017-10-09 20:44:00,22.875,4.903321045418817,5.357028488449748,5.355192002690378,0.2269628550041924,0.1767766952966375,0.0
MyRoom,2017-10-09 20:45:00,22.875,4.843304956953677,5.3533666642954865,5.332210583556526,0.22497951206777028,0.2420614591379342,0.0
MyRoom,2017-10-09 20:46:00,22.9375,4.783487130620828,6.077791278478429,6.0713525522053295,0.2651118982132984,0.2165063509461097,0.0
MyRoom,2017-10-09 20:47:00,23.0,4.723669304287979,6.718852781322054,6.710758800707106,0.26901006263450544,0.2420614591379636,0.0
MyRoom,2017-10-09 20:48:00,22.9375,4.663851477955129,6.899440796450465,6.899080391229625,0.2796702690574231,0.19764235376052258,0.0
MyRoom,2017-10-09 20:49:00,22.8125,4.604033651622279,6.898526581851525,6.8830165431111485,0.28339728892797705,0.2072890493972114,0.0
MyRoom,2017-10-09 20:50:00,22.9375,4.54421582528943,5.170884785001894,5.17244391122294,0.27645104077637667,0.2072890493972114,0.0
MyRoom,2017-10-09 20:51:00,22.8125,4.683855869086289,5.791917024644623,5.784254477557671,0.29851497551047357,0.19764235376052372,0.0
MyRoom,2017-10-09 20:52:00,23.0,4.826545727411124,5.777217506076422,5.767384566001008,0.3193148406311863,0.25,0.0
MyRoom,2017-10-09 20:53:00,22.875,4.96923558573596,5.744973167243841,5.746666597595996,0.3310059727416912,0.2165063509461097,0.0
MyRoom,2017-10-09 20:54:00,22.9375,5.1119254440607955,5.325418320521956,5.316476626397425,0.33370389933704486,0.23385358667337133,0.0
MyRoom,2017-10-09 20:55:00,22.875,5.254615302385631,5.262947926056391,5.259113295345988,0.3339178188310484,0.24206145913796356,0.0
MyRoom,2017-10-09 20:56:00,22.8125,5.3973051607104665,4.7020082661151745,4.707893144502157,0.3120043801967284,0.2651650429449553,0.0
MyRoom,2017-10-09 20:57:00,22.8125,5.382847007957785,4.675527046863702,4.660473371307228,0.3202002923949963,0.3247595264191645,0.0
MyRoom,2017-10-09 20:58:00,22.875,5.364756774825807,5.134511246400428,5.129941518132121,0.3507767554834561,0.28641098093474,0.0
MyRoom,2017-10-09 20:59:00,22.9375,5.34666654169383,4.292623664059635,4.290813925221855,0.3777132577508077,0.2795084971874737,0.0
MyRoom,2017-10-09 21:00:00,22.9375,5.3285763085618525,4.830408323270397,4.825700490354509,0.42269870785721725,0.2724311839712921,0.0
MyRoom,2017-10-09 21:01:00,22.875,5.310486075429875,4.305007062479906,4.295194687917055,0.44811362913683495,0.29315098498896436,0.0
MyRoom,2017-10-09 21:02:00,22.875,5.292395842297898,5.416539626564299,5.418039291682028,0.5151735562257472,0.2724311839712921,0.0
MyRoom,2017-10-09 21:03:00,22.75,4.680312713517975,14.194457380263817,14.210230672092507,0.7136457450409367,0.3423265984407288,0.0
MyRoom,2017-10-09 21:04:00,22.8125,4.04978260040116,16.772564390450547,16.73013945462435,0.7059862016077859,0.3590351654086268,0.0
MyRoom,2017-10-09 21:05:00,22.75,3.4192524872843455,16.749496433782554,16.743926376394732,0.7324432743567988,0.375,0.0
MyRoom,2017-10-09 21:06:00,22.8125,2.7887223741675307,18.51462616717908,18.470613809572043,0.6753882696882152,0.39528470752104744,0.0
MyRoom,2017-10-09 21:07:00,22.6875,2.158192261050716,17.84011326889248,17.865922411805766,0.5999162118096621,0.4330127018922193,0.0
MyRoom,2017-10-09 21:08:00,22.4375,1.527662147933901,18.076485992096025,18.066897881337262,0.5443240245739783,0.46770717334673506,0.0
MyRoom,2017-10-09 21:09:00,22.875,1.838240406042802,18.252437064754332,18.177791601082124,0.48896263450148203,0.48412291827591974,0.0
MyRoom,2017-10-09 21:10:00,22.75,2.1856382404907397,21.487477134816277,21.533109966587972,0.5213785903989862,0.4759858191164961,0.0
MyRoom,2017-10-09 21:11:00,22.5625,2.5330360749386776,20.894431848941633,20.89517460239409,0.4939516135775944,0.45069390943299864,0.0
MyRoom,2017-10-09 21:12:00,22.625,2.880433909386616,24.75430683283144,24.706866356671934,0.5115021725438867,0.45069390943299864,0.0
MyRoom,2017-10-09 21:13:00,22.5625,3.2278317438345536,24.596644826659876,24.594469364111667,0.48583966677241086,0.45069390943299864,0.0
MyRoom,2017-10-09 21:14:00,22.5,3.5752295782824914,29.74612025186508,29.71447678530876,0.5217856827884498,0.47186465220442186,0.0
MyRoom,2017-10-09 21:15:00,22.8125,3.518075346816915,24.32119223974871,24.273324951031356,0.5200739716805682,0.4881406047441659,0.0
MyRoom,2017-10-09 21:16:00,22.6875,3.4417782731156836,20.132926289443766,20.168799292558848,0.4500961173014054,0.4881406047441659,0.0
MyRoom,2017-10-09 21:17:00,22.4375,3.365481199414452,18.280672261676468,18.276918798925223,0.419948103765288,0.4550068680800324,0.0
MyRoom,2017-10-09 21:18:00,22.4375,3.2891841257132204,18.57744170651831,18.495012752144458,0.4188018453251625,0.4375,0.0
MyRoom,2017-10-09 21:19:00,22.8125,3.212887052011989,25.69243840721303,25.70406821692609,0.5004128987664609,0.4841229182759271,0.0
MyRoom,2017-10-09 21:20:00,22.625,3.1365899783107576,26.140244019346056,26.158896440364405,0.5358508487491075,0.3644344934278313,0.0
MyRoom,2017-10-09 21:21:00,22.6875,3.352516865444954,24.98298680415878,24.909146494497964,0.5473412453676063,0.3535533905932738,0.0
MyRoom,2017-10-09 21:22:00,22.625,3.5847042273474163,20.904123126395888,20.896356521972656,0.502305763224221,0.2576941016011038,0.0
MyRoom,2017-10-09 21:23:00,22.5625,3.8168915892498783,20.167221680103037,20.16358428112415,0.5053573491382192,0.3247595264191645,0.0
MyRoom,2017-10-09 21:24:00,22.3125,4.049078951152341,18.124410237335784,18.10488767468204,0.5026328031379993,0.30618621784789724,0.0
MyRoom,2017-10-09 21:25:00,22.4375,4.281266313054802,15.596991627135687,15.557933173683052,0.49715363394413703,0.33071891388307384,0.0
MyRoom,2017-10-09 21:26:00,22.5625,4.5134536749572645,11.988218964462048,11.985123916263472,0.4708063554788289,0.2576941016011038,0.0
MyRoom,2017-10-09 21:27:00,22.5625,4.55255620172584,11.721336394014958,11.730546808018895,0.49452080359441203,0.3535533905932738,0.0
MyRoom,2017-10-09 21:28:00,22.4375,4.579281495473012,11.390257836994746,11.395666005126662,0.5454477413954254,0.3590351654086268,0.0
MyRoom,2017-10-09 21:29:00,22.5,4.606006789220184,10.320324649482162,10.28680512955682,0.5370114901668183,0.3590351654086268,0.0
MyRoom,2017-10-09 21:30:00,22.625,4.632732082967356,9.792921159658237,9.805722113698431,0.5459938848340707,0.4050462936504913,0.0
MyRoom,2017-10-09 21:31:00,22.5,4.659457376714529,7.126191759572604,7.125895593940255,0.4969949280492412,0.3423265984407288,0.0
MyRoom,2017-10-09 21:32:00,22.5,4.686182670461701,8.196188337131089,8.193431835345223,0.5606004974685834,0.4050462936504913,0.0
MyRoom,2017-10-09 21:33:00,22.375,4.60059689021394,8.87396458834086,8.864367482788552,0.5479193837302304,0.4192627457812106,0.0
MyRoom,2017-10-09 21:34:00,22.5625,4.506846330758147,8.645171285213486,8.638095173043213,0.5041087133294321,0.3590351654086268,0.0
MyRoom,2017-10-09 21:35:00,22.4375,4.413095771302353,9.588032355165783,9.591869937063619,0.49131785396300354,0.3423265984407288,0.0
MyRoom,2017-10-09 21:36:00,22.4375,4.31934521184656,15.66460824970058,15.63680149776616,0.554273011900036,0.29973947020704494,0.0
MyRoom,2017-10-09 21:37:00,22.3125,4.225594652390766,15.986529380006003,15.983413671963051,0.4754831042325602,0.29973947020704494,0.0
MyRoom,2017-10-09 21:38:00,22.3125,4.131844092934973,16.774170939857207,16.717377241763057,0.47981111329365295,0.34798527267687634,0.0
MyRoom,2017-10-09 21:39:00,22.375,3.993239854373489,16.64745408351162,16.63429108990176,0.45492403894576017,0.3644344934278313,0.0
MyRoom,2017-10-09 21:40:00,22.25,3.8509830360802706,17.7919395913349,17.777365762958905,0.4491755143567052,0.385275875185561,0.0
MyRoom,2017-10-09 21:41:00,22.625,3.708726217787053,16.04763025422168,16.020729421271717,0.40322116288668974,0.385275875185561,0.0
MyRoom,2017-10-09 21:42:00,22.25,3.5664693994938346,16.50815550483647,16.47908914270906,0.39138168171406157,0.3535533905932738,0.0
MyRoom,2017-10-09 21:43:00,22.5,3.4242125812006163,16.076574294458606,15.990048421512515,0.3892692582070711,0.34798527267687634,0.0
MyRoom,2017-10-09 21:44:00,22.375,3.2819557629073985,16.44282315394574,16.444985254131797,0.4024767831532175,0.3125,0.0
MyRoom,2017-10-09 21:45:00,22.25,3.4713756334303145,16.599585329527923,16.60796244294564,0.3956820026401934,0.2724311839712921,0.0
MyRoom,2017-10-09 21:46:00,22.375,3.6907498847165905,17.05425876801907,16.9976591977587,0.41197477709610153,0.29315098498896436,0.0
MyRoom,2017-10-09 21:47:00,22.25,3.910124136002866,14.503232499210794,14.512724477833917,0.39721573846852065,0.23385358667337133,0.0
MyRoom,2017-10-09 21:48:00,22.375,4.129498387289142,13.996971292817316,14.035685308510594,0.34158270960243314,0.2576941016011038,0.0
MyRoom,2017-10-09 21:49:00,22.4375,4.3488726385754175,12.508367111138076,12.507971866034401,0.33847096270712307,0.2576941016011038,0.0
MyRoom,2017-10-09 22:00:00,22.3125,4.568246889861694,10.635579094673437,10.637947462212484,0.3058728898909494,0.2795084971874737,0.0
MyRoom,2017-10-09 22:01:00,22.4375,4.628680000237645,11.212301006397363,11.199078005648413,0.3315053762115169,0.29973947020704494,0.0
MyRoom,2017-10-09 22:02:00,22.375,4.673324255556278,10.622525168445566,10.64457034608541,0.32198352569412225,0.29973947020704494,0.0
MyRoom,2017-10-09 22:03:00,22.125,4.717968510874912,10.634249589596362,10.635460926722622,0.3292090302622242,0.28641098093474,0.0
MyRoom,2017-10-09 22:04:00,22.25,4.762612766193546,10.217930882745035,10.153636674271116,0.342053587195303,0.2651650429449553,0.0
MyRoom,2017-10-09 22:05:00,22.3125,4.80725702151218,12.535195439142058,12.530352099479693,0.4278303833845466,0.2724311839712921,0.0
MyRoom,2017-10-09 22:06:00,22.1875,4.851901276830814,12.068871480613225,12.07390940061312,0.4679357414250471,0.1875,0.0
MyRoom,2017-10-09 22:07:00,22.3125,4.882797161603059,12.17612116158345,12.120668012403508,0.511709491046005,0.13975424859373686,0.0
MyRoom,2017-10-09 22:08:00,22.25,4.912201153077281,11.22187158328091,11.218425884065628,0.47953195628121537,0.21650635094610965,0.0
MyRoom,2017-10-09 22:09:00,22.1875,4.941605144551504,9.524634273048513,9.52119954865231,0.39840448316914695,0.1875,0.0
MyRoom,2017-10-09 22:10:00,22.0625,4.971009136025726,9.042822265595712,9.031193299249466,0.40071458935840865,0.20728904939721035,0.0
MyRoom,2017-10-09 22:11:00,22.125,5.000413127499948,8.981613683001074,8.970466744598026,0.37465407209321416,0.21650635094610965,0.0
MyRoom,2017-10-09 22:12:00,22.125,5.029817118974171,8.424597296906681,8.423785069982243,0.32433356742335534,0.21650635094610965,0.0
MyRoom,2017-10-09 22:13:00,22.0,5.046095569913106,8.399724496955711,8.410673674133484,0.3120399808207793,0.25,0.0
MyRoom,2017-10-09 22:14:00,22.0625,5.06082723998088,7.0192414802220675,6.972214001683611,0.2525048017392869,0.25,0.0
MyRoom,2017-10-09 22:15:00,22.1875,5.075558910048654,6.353255556159203,6.350000950113113,0.21510568313003764,0.24206145913796356,0.0
MyRoom,2017-10-09 22:16:00,22.125,5.090290580116428,6.0830881199448985,6.077108727155693,0.21829386253562652,0.24206145913796356,0.0
MyRoom,2017-10-09 22:17:00,22.1875,5.105022250184201,6.898301033244752,6.895956284651302,0.2573971907056333,0.30618621784789724,0.0
MyRoom,2017-10-09 22:18:00,22.125,5.119753920251975,9.895603169928275,9.883558410040386,0.3741174215833686,0.3247595264191645,0.0
MyRoom,2017-10-09 22:19:00,22.1875,4.98779276510116,10.824392020335445,10.824226311654167,0.37775708606161995,0.375,0.0
MyRoom,2017-10-09 22:20:00,22.0625,4.837152557503157,9.32113700457513,9.277350307021962,0.3890295240587264,0.3644344934278313,0.0
MyRoom,2017-10-09 22:21:00,22.1875,4.686512349905154,8.406372772650057,8.402071311924594,0.3934096257494301,0.3644344934278313,0.0
MyRoom,2017-10-09 22:22:00,22.25,4.53587214230715,8.453269754482742,8.434153456885234,0.4136559764165797,0.3423265984407288,0.0
MyRoom,2017-10-09 22:23:00,22.375,4.3852319347091475,10.207062889243353,10.212618661808968,0.4925523117559817,0.34798527267687634,0.0
MyRoom,2017-10-09 22:24:00,22.125,4.234591727111145,10.778452902486123,10.775334344317745,0.4958579768902881,0.3535533905932738,0.0
MyRoom,2017-10-09 22:25:00,22.25,4.042311310258972,15.30979571235883,15.252592634935699,0.5162843192298195,0.28641098093474,0.0
MyRoom,2017-10-09 22:26:00,22.1875,3.8443267551528044,15.500218414218104,15.444427426298263,0.49378191556401385,0.30618621784789724,0.0
MyRoom,2017-10-09 22:27:00,22.25,3.6463422000466363,13.081465116938729,13.05450044237539,0.4074722236436777,0.2651650429449553,0.0
MyRoom,2017-10-09 22:28:00,22.375,3.4483576449404683,13.657234797282788,13.664826310059805,0.401796682517491,0.2651650429449553,0.0
MyRoom,2017-10-09 22:29:00,22.1875,3.2503730898343,14.093304059322286,14.090757267008504,0.39802403238452383,0.28641098093474,0.0
MyRoom,2017-10-09 22:30:00,22.5,3.052388534728132,12.679338976725372,12.705154103215913,0.409539578106908,0.23385358667337133,0.0
MyRoom,2017-10-09 22:31:00,22.3125,3.2924664946544326,11.078086938645884,11.08095335105624,0.3474967371109242,0.2651650429449553,0.0
MyRoom,2017-10-09 22:32:00,22.3125,3.5968541502245337,11.174154509068774,11.176462418174236,0.3470575135759492,0.2576941016011038,0.0
MyRoom,2017-10-09 22:33:00,22.1875,3.9012418057946343,10.586906320580823,10.533111520700722,0.31609394799327933,0.28641098093474,0.0
MyRoom,2017-10-09 22:34:00,22.375,4.205629461364735,10.1578583755965,10.162262160529318,0.30207864576389626,0.3423265984407288,0.0
MyRoom,2017-10-09 22:35:00,22.25,4.5100171169348355,10.938199235422031,10.91426196619341,0.3212884388808891,0.369754986443726,0.0
MyRoom,2017-10-09 22:36:00,22.3125,4.814404772504936,8.944744162536026,8.949577443832887,0.2787381389212309,0.3644344934278313,0.0
MyRoom,2017-10-09 22:37:00,22.25,4.762687212217025,8.024753538654222,7.976807246344131,0.2935526028352855,0.3852758751855599,0.0
MyRoom,2017-10-09 22:38:00,22.375,4.655134339338134,7.976354702070142,7.972951058417356,0.2965961314062778,0.29315098498896436,0.0
MyRoom,2017-10-09 22:39:00,22.3125,4.547581466459243,10.250728331359506,10.196328756424702,0.3781570397194514,0.28641098093474,0.0
MyRoom,2017-10-09 22:50:00,22.4375,4.440028593580352,9.22349696386878,9.226497387916993,0.38696539350324843,0.28641098093474,0.0
MyRoom,2017-10-09 22:51:00,22.3125,4.33247572070146,12.848932031966692,12.783437587857048,0.5248916286421987,0.25,0.0
MyRoom,2017-10-09 22:52:00,22.5,4.224922847822569,13.830611622188897,13.832837773747954,0.5180506975290381,0.2724311839712921,0.0
MyRoom,2017-10-09 22:53:00,22.375,4.1966397113558696,13.973097592370284,13.9317669658467,0.5257238954955799,0.3644344934278325,0.0
MyRoom,2017-10-09 22:54:00,22.5625,4.181591416645159,12.365461734286733,12.372977159182275,0.5297121897664272,0.4145780987944239,0.0
MyRoom,2017-10-09 22:55:00,22.5,4.166543121934449,12.889667407193034,12.878299413546525,0.5748091522944694,0.4050462936504913,0.0
MyRoom,2017-10-09 22:56:00,22.6875,4.151494827223739,13.397746480636284,13.393080710589835,0.6008541600083849,1.2762861160413836,0.0
MyRoom,2017-10-09 22:57:00,22.375,4.136446532513029,13.553394506516405,13.533704495429502,0.5821550917553773,1.2515615246562992,0.0
MyRoom,2017-10-09 22:58:00,22.4375,4.121398237802319,11.150746222835942,11.135526508717996,0.503100073402716,1.1473474844178637,0.0
MyRoom,2017-10-09 22:59:00,22.4375,7.141614390618734,15.173163827941607,15.163378469279879,0.5664747797045536,1.084334473306092,0.0
MyRoom,2017-10-09 23:00:00,22.5625,10.699997998670447,18.80212187960862,18.773610936294606,0.5434830627690909,1.0680004681646913,0.0
MyRoom,2017-10-09 23:01:00,22.625,14.258381606722157,19.689144050925563,19.697664007273502,0.5729159122770272,1.021258414898012,0.0
MyRoom,2017-10-09 23:02:00,22.5,17.81676521477387,218.27640277589646,218.3161193179409,1.5882354877917302,0.9499177595981665,0.0
MyRoom,2017-10-09 23:03:00,22.5625,21.37514882282558,529.0489990828878,529.2543511873424,2.729757330614137,0.8076779989575054,0.0
MyRoom,2017-10-09 23:04:00,22.3125,24.93353243087729,693.745805600649,693.5709111205001,3.4399439210400766,0.7447734554883115,0.0
MyRoom,2017-10-09 23:05:00,22.75,24.031558137921195,768.164296308729,766.3555261381055,4.01766135695977,0.5519850541454905,0.0
MyRoom,2017-10-09 23:06:00,22.4375,22.291770643523467,802.0511171016308,799.2599105189034,4.521923535246637,0.5376453291901642,0.0
MyRoom,2017-10-09 23:07:00,20.875,20.55198314912574,818.1336275241457,817.0393517163448,4.965173348635826,0.4375,0.0
MyRoom,2017-10-09 23:08:00,20.0,18.812195654728008,812.4263785188232,811.6774388734067,5.366109715170597,0.0,0.0
MyRoom,2017-10-09 23:09:00,20.0,17.072408160330284,798.6904954622471,798.5463156014379,5.7491069832791535,0.0,0.0
MyRoom,2017-10-09 23:10:00,20.0,15.332620665932554,751.5827691146947,751.7410904919603,6.104952958104022,0.0,0.0
MyRoom,2017-10-09 23:11:00,20.0,13.738952627167905,697.6769642343233,697.3512225287441,6.454054392072998,0.0,0.0
MyRoom,2017-10-09 23:12:00,20.0,12.174297476705853,439.4084659724245,439.4897979123632,6.7603523878606016,0.0,0.0
MyRoom,2017-10-09 23:13:00,20.0,10.6096423262438,78.1606164079281,78.26157504262761,7.073584814172904,1.1875,0.0
MyRoom,2017-10-09 23:14:00,20.0,9.044987175781749,11.220050695472686,11.219519310345426,7.280933113856976,1.189143599402528,0.0
MyRoom,2017-10-09 23:15:00,20.0,7.480332025319695,9.292865761049939,9.288746025663109,7.2878773029190915,1.190784930203603,0.0
MyRoom,2017-10-09 23:16:00,20.0,5.915676874857644,9.292865761049939,9.288746025663109,7.2878773029190915,1.192424001771182,0.0
MyRoom,2017-10-09 23:17:00,20.0,10.793340026355178,9.292865761049939,9.288746025663109,7.2878773029190915,1.207075494739248,0.0
MyRoom,2017-10-09 23:18:00,20.0,17.02048697516659,9.292865761049939,9.288746025663109,7.2878773029190915,1.213530489934225,0.0
MyRoom,2017-10-09 23:19:00,20.0,23.247633923978007,250.4432753214821,250.30854144067615,6.994489076573354,1.2151388809514738,0.0
MyRoom,2017-10-09 23:20:00,20.0,29.474780872789424,688.1438041590384,688.3272611483662,6.721565168615022,1.2405895775799505,0.0
MyRoom,2017-10-09 23:21:00,20.0,35.70192782160083,904.3884045246981,903.6222877234619,6.431926233008297,1.242162932146987,0.0
MyRoom,2017-10-09 23:22:00,20.0,41.92907477041225,1011.2223015782207,1009.098598443124,6.1357095997738265,1.242162932146987,0.0
MyRoom,2017-10-09 23:23:00,20.0,38.83419001903202,1044.63125450452,1040.2317285515135,5.808660039738461,1.243734296383275,0.0
MyRoom,2017-10-09 23:24:00,21.8125,33.68297474555073,1064.1370058375917,1062.6032951655177,5.470135792416101,0.8172935519138763,0.0
MyRoom,2017-10-09 23:25:00,22.9375,28.531759472069446,1075.5124159890513,1074.7826816457864,5.129384012735965,0.2072890493972125,0.0
MyRoom,2017-10-09 23:26:00,22.875,23.38054419858816,1053.3261320364918,1052.9051242142123,4.725001204578728,0.21650635094610965,0.0
MyRoom,2017-10-09 23:27:00,22.9375,18.229328925106877,997.2710655063364,997.6154275450748,4.299562154071616,0.22534695471649932,0.0
MyRoom,2017-10-09 23:28:00,22.8125,13.078113651625593,879.1963019343738,878.5821459407292,3.787956964710276,0.22534695471649932,0.0
MyRoom,2017-10-09 23:29:00,22.875,11.141376542269933,627.0691632790542,627.2663427797695,2.8997980417758162,0.16535945694153692,0.0
MyRoom,2017-10-09 23:30:00,23.0,9.950112105485152,118.13590479890911,118.24328280472628,1.2538667139509934,0.16535945694153692,0.0
MyRoom,2017-10-09 23:31:00,22.75,8.758847668700371,11.744065020099342,11.730649764941035,0.37226684718235115,0.1767766952966369,0.0
MyRoom,2017-10-09 23:32:00,22.875,7.567583231915591,8.313876619948365,8.269139899544125,0.33981125347106883,0.16535945694153692,0.0
MyRoom,2017-10-09 23:33:00,23.0,6.3763187951308105,8.805418787983735,8.79742794441547,0.3338863190237563,0.15309310892394862,0.0
MyRoom,2017-10-09 23:34:00,23.0,5.18505435834603,8.57639971934856,8.577513617671361,0.3343651905174701,0.16535945694153692,0.0
MyRoom,2017-10-09 23:35:00,22.9375,5.028252475270687,7.957591371593337,7.953852380047086,0.30036159827651077,0.16535945694153692,0.0
MyRoom,2017-10-09 23:36:00,22.8125,5.123286045345586,7.677807345256537,7.679787129370182,0.28996197433671833,0.1767766952966369,0.0
MyRoom,2017-10-09 23:37:00,22.9375,5.218319615420486,6.883316361320078,6.879210135386749,0.2862193883472423,0.13975424859373686,0.0
MyRoom,2017-10-09 23:38:00,23.0,5.313353185495386,4.367274282621395,4.366430308245141,0.19967478407657263,0.13975424859373686,0.0
MyRoom,2017-10-09 23:39:00,22.9375,5.408386755570286,3.7605175263744752,3.7627057119157623,0.17931167526763495,0.13975424859373686,0.0
MyRoom,2017-10-09 23:40:00,22.9375,5.503420325645186,3.950970137920232,3.943973309096455,0.19176488740734035,0.125,0.0
MyRoom,2017-10-09 23:41:00,22.9375,5.515743297713988,3.473309074297141,3.4723346760205462,0.19107175075065644,0.13975424859373686,0.0
MyRoom,2017-10-09 23:42:00,22.9375,5.506958650253824,3.48864765296747,3.4932398718140307,0.18953038280181558,0.125,0.0
MyRoom,2017-10-09 23:43:00,23.0,5.498174002793659,2.291100422941157,2.2807845952070283,0.12841686126273372,0.125,0.0
MyRoom,2017-10-09 23:44:00,22.9375,5.489389355333495,2.394565784454019,2.3990987554770067,0.1345486311008183,0.10825317547305482,0.0
MyRoom,2017-10-09 23:45:00,22.875,5.48060470787333,2.230540604846742,2.226859351330877,0.13133126644569612,0.10825317547305482,0.0
MyRoom,2017-10-09 23:46:00,22.9375,5.471820060413165,2.329560414860209,2.3155628703243885,0.1355747461516488,0.08838834764831845,0.0
MyRoom,2017-10-09 23:47:00,22.9375,5.477280534448905,2.398055885356757,2.391253085132017,0.14125891186238876,0.08838834764831845,0.0
MyRoom,2017-10-09 23:48:00,23.0,5.486546956975915,2.4047897212480818,2.4010568904829714,0.14566349588948932,0.0625,0.0
MyRoom,2017-10-09 23:49:00,23.0,5.495813379502926,2.5548251751852518,2.5565130538529544,0.14412414480587385,0.0625,0.0
MyRoom,2017-10-09 23:50:00,22.9375,5.505079802029936,2.3631689803927367,2.3625273379202345,0.14045479144501555,0.08838834764831845,0.0
MyRoom,2017-10-09 23:51:00,23.0,5.514346224556947,2.4552894221218997,2.4514104803273367,0.14305204926767745,0.08838834764831845,0.0
MyRoom,2017-10-09 23:52:00,23.0,5.523612647083957,1.933866653636774,1.9338146663879165,0.12276965847259155,0.10825317547305482,0.0
MyRoom,2017-10-09 23:53:00,23.0,5.5347263590457265,1.8397401572828138,1.8383821841198578,0.1256959258754347,0.125,0.0
MyRoom,2017-10-09 23:54:00,22.9375,5.546356173065376,1.6583303421686675,1.6564971273675653,0.13010993368886517,0.10825317547305482,0.0
MyRoom,2017-10-09 23:55:00,22.9375,5.557985987085025,1.618507039154827,1.6123619436069512,0.13253405689891112,0.10825317547305482,0.0
MyRoom,2017-10-09 23:56:00,23.0,5.569615801104675,1.9245454329167102,1.9153398373106971,0.16308648766819014,0.10825317547305482,0.0
MyRoom,2017-10-09 23:57:00,23.0,5.581245615124324,1.7417617066981703,1.7416404067297273,0.16725368657408582,0.125,0.0
MyRoom,2017-10-09 23:58:00,23.0,5.592875429143973,1.7374802514602643,1.7336968894763347,0.16738265220392817,0.125,0.0
MyRoom,2017-10-09 23:59:00,23.0,5.554338101860255,2.945915389830841,2.947711530730609,0.17785483715252043,0.13975424859373686,0.0
MyRoom,2017-10-10 00:00:00,23.0,5.501160558242869,3.0407995104791845,3.0385301654831225,0.17323223148421263,0.125,0.0
MyRoom,2017-10-10 00:01:00,23.0625,5.447983014625485,2.9748067784821486,2.9768357711860127,0.17541225472597205,0.125,0.0
MyRoom,2017-10-10 00:02:00,23.0,5.394805471008099,2.7374546943326488,2.7371117775409544,0.17997453052405318,0.125,0.0
MyRoom,2017-10-10 00:03:00,23.0,5.3416279273907135,2.8817477706191625,2.8800859069076057,0.17562156501898069,0.125,0.0
MyRoom,2017-10-10 00:04:00,22.875,5.288450383773328,2.9331708371678737,2.9276743860988454,0.17650673082347848,0.10825317547305482,0.0
MyRoom,2017-10-10 00:05:00,22.9375,5.294609233587015,3.4766900686346784,3.4647435999361216,0.20261852042295647,0.08838834764831845,0.0
MyRoom,2017-10-10 00:06:00,23.0,5.3188371226577065,3.5095579301714697,3.505828533136059,0.20336876713263033,0.08838834764831845,0.0
MyRoom,2017-10-10 00:07:00,23.0,5.343065011728398,3.480445297211766,3.4844446545685956,0.20498465287293804,0.10825317547305482,0.0
MyRoom,2017-10-10 00:08:00,22.9375,5.3672929007990895,3.2812449041797445,3.282226074310106,0.17920001678649708,0.10825317547305482,0.0
MyRoom,2017-10-10 00:09:00,23.0,5.391520789869781,3.1633196287174137,3.151943414310723,0.18014018246142846,0.10825317547305482,0.0
MyRoom,2017-10-10 00:10:00,23.0625,5.415748678940473,3.0177272932903296,3.020859394578317,0.17916973647122117,0.10825317547305482,0.0
MyRoom,2017-10-10 00:11:00,23.0,5.439711975814311,2.2291770250976666,2.229664517098427,0.16223103211247258,0.125,0.0
