DATETIME,TEMP_AIR,HUMIDITY,KW,KW2
2019-09-22 19:00:00,14.7,81,468.72,46.872
2019-09-22 20:00:00,14.2,82,460.32,46.032
2019-09-22 21:00:00,14.1,80,455.28,45.528
2019-09-22 22:00:00,13.4,80,451.92,45.192
2019-09-22 23:00:00,13.1,83,440.16,44.016
2019-09-23 00:00:00,13.1,79,453.6,45.36
2019-09-23 01:00:00,13,76,445.2,44.52
2019-09-23 02:00:00,13,78,450.24,45.024
2019-09-23 03:00:00,12.9,74,450.24,45.024
2019-09-23 04:00:00,12.9,73,462,46.2
2019-09-23 05:00:00,12.6,71,448.56,44.856
2019-09-23 06:00:00,12.6,74,451.92,45.192
2019-09-23 07:00:00,13.2,74,450.24,45.024
2019-09-23 08:00:00,13.6,75,451.92,45.192
2019-09-23 09:00:00,14,69,8.4,0.84
2019-09-23 10:00:00,14.7,71,408.24,40.824
2019-09-23 11:00:00,15.7,65,401.52,40.152
2019-09-23 12:00:00,14.3,72,421.68,42.168
2019-09-23 13:00:00,14.8,69,411.6,41.16
2019-09-23 14:00:00,15.7,62,389.76,38.976
2019-09-23 15:00:00,15.9,60,381.36,38.136
2019-09-23 16:00:00,15.9,58,451.92,45.192
2019-09-23 17:00:00,15,65,462,46.2
2019-09-23 18:00:00,14.4,67,495.6,49.56
2019-09-23 19:00:00,14.3,70,492.24,49.224
2019-09-23 20:00:00,14.3,67,483.84,48.384
2019-09-23 21:00:00,13.9,70,472.08,47.208
2019-09-23 22:00:00,13.7,74,473.76,47.376
2019-09-23 23:00:00,13.6,75,460.32,46.032
2019-09-24 00:00:00,13.6,76,458.64,45.864
2019-09-24 01:00:00,13.2,76,445.2,44.52
2019-09-24 02:00:00,13.2,77,443.52,44.352
2019-09-24 03:00:00,13.1,77,446.88,44.688
2019-09-24 04:00:00,13.1,76,455.28,45.528
2019-09-24 05:00:00,13,77,453.6,45.36
2019-09-24 06:00:00,12.9,79,443.52,44.352
2019-09-24 07:00:00,13.3,78,431.76,43.176
2019-09-24 08:00:00,14.3,74,451.92,45.192
2019-09-24 09:00:00,15.1,72,465.36,46.536
2019-09-24 10:00:00,15.6,69,467.04,46.704
2019-09-24 11:00:00,17.9,63,490.56,49.056
2019-09-24 12:00:00,20.4,57,478.8,47.88
2019-09-24 13:00:00,21.2,52,468.72,46.872
2019-09-24 14:00:00,22.3,49,485.52,48.552
2019-09-24 15:00:00,22.4,54,475.44,47.544
2019-09-24 16:00:00,21.3,57,467.04,46.704
2019-09-24 17:00:00,19.4,65,492.24,49.224
2019-09-24 18:00:00,17.7,73,490.56,49.056
2019-09-24 19:00:00,17,79,480.48,48.048
2019-09-24 20:00:00,16,79,485.52,48.552
2019-09-24 21:00:00,15.8,81,467.04,46.704
2019-09-24 22:00:00,16,80,470.4,47.04
2019-09-24 23:00:00,15.7,80,475.44,47.544
2019-09-25 00:00:00,15.5,83,455.28,45.528
2019-09-25 01:00:00,15.6,81,451.92,45.192
2019-09-25 02:00:00,15.7,81,453.6,45.36
2019-09-25 03:00:00,15.7,82,455.28,45.528
2019-09-25 04:00:00,15.8,82,455.28,45.528
2019-09-25 05:00:00,15.4,86,463.68,46.368
2019-09-25 06:00:00,15.4,86,451.92,45.192
2019-09-25 07:00:00,15.7,87,441.84,44.184
2019-09-25 08:00:00,15.9,84,462,46.2
2019-09-25 09:00:00,16.2,82,458.64,45.864
2019-09-25 10:00:00,16.4,81,446.88,44.688
2019-09-25 11:00:00,18.7,70,480.48,48.048
2019-09-25 12:00:00,18.2,72,485.52,48.552
2019-09-25 13:00:00,18.2,72,487.2,48.72
2019-09-25 14:00:00,18.4,71,473.76,47.376
2019-09-25 15:00:00,17.7,79,473.76,47.376
2019-09-25 16:00:00,16.6,88,470.4,47.04
2019-09-25 17:00:00,16.5,88,460.32,46.032
2019-09-25 18:00:00,16.1,88,504,50.4
2019-09-25 19:00:00,15.8,89,465.36,46.536
2019-09-25 20:00:00,15.7,89,483.84,48.384
2019-09-25 21:00:00,15.4,90,475.44,47.544
2019-09-25 22:00:00,15.5,90,470.4,47.04
2019-09-25 23:00:00,15.6,90,470.4,47.04
2019-09-26 00:00:00,15.5,90,462,46.2
2019-09-26 01:00:00,15.5,91,463.68,46.368
2019-09-26 02:00:00,15.2,91,462,46.2
2019-09-26 03:00:00,15,91,465.36,46.536
2019-09-26 04:00:00,15,91,467.04,46.704
2019-09-26 05:00:00,15,91,446.88,44.688
2019-09-26 06:00:00,14.9,91,445.2,44.52
2019-09-26 07:00:00,15.2,91,443.52,44.352
2019-09-26 08:00:00,15.4,91,448.56,44.856
2019-09-26 09:00:00,15.3,90,441.84,44.184
2019-09-26 10:00:00,16.1,89,460.32,46.032
2019-09-26 11:00:00,16.5,86,456.96,45.696
2019-09-26 12:00:00,17.4,79,475.44,47.544
2019-09-26 13:00:00,18.1,77,473.76,47.376
2019-09-26 14:00:00,19.4,72,451.92,45.192
2019-09-26 15:00:00,19,71,450.24,45.024
2019-09-26 16:00:00,19.2,71,460.32,46.032
2019-09-26 17:00:00,18.6,74,456.96,45.696
2019-09-26 18:00:00,18,77,500.64,50.064
2019-09-26 19:00:00,17.5,82,487.2,48.72
2019-09-26 20:00:00,17,83,485.52,48.552
2019-09-26 21:00:00,16.3,85,478.8,47.88
2019-09-26 22:00:00,16.4,85,473.76,47.376
2019-09-26 23:00:00,16.1,85,468.72,46.872
2019-09-27 00:00:00,15.7,87,483.84,48.384
2019-09-27 01:00:00,14.9,88,463.68,46.368
2019-09-27 02:00:00,15.1,89,472.08,47.208
2019-09-27 03:00:00,14.7,89,467.04,46.704
2019-09-27 04:00:00,14.5,90,480.48,48.048
2019-09-27 05:00:00,14.3,91,478.8,47.88
2019-09-27 06:00:00,14.4,91,456.96,45.696
2019-09-27 07:00:00,15.2,90,455.28,45.528
2019-09-27 08:00:00,15.2,84,470.4,47.04
2019-09-27 09:00:00,18.6,66,460.32,46.032
2019-09-27 10:00:00,19.8,59,462,46.2
2019-09-27 11:00:00,19.8,61,440.16,44.016
2019-09-27 12:00:00,19.9,59,613.2,61.32
2019-09-27 13:00:00,21.7,53,705.6,70.56
2019-09-27 14:00:00,22.7,48,698.88,69.888
2019-09-27 15:00:00,21.6,48,688.8,68.88
2019-09-27 16:00:00,19.6,55,697.2,69.72
2019-09-27 17:00:00,18.3,65,695.52,69.552
2019-09-27 18:00:00,16.7,73,703.92,70.392
2019-09-27 19:00:00,15.1,83,688.8,68.88
2019-09-27 20:00:00,15.4,77,685.44,68.544
2019-09-27 21:00:00,15.3,77,673.68,67.368
2019-09-27 22:00:00,15.3,77,678.72,67.872
2019-09-27 23:00:00,15.2,77,656.88,65.688
2019-09-28 00:00:00,15.1,80,635.04,63.504
2019-09-28 01:00:00,15.1,79,636.72,63.672
2019-09-28 02:00:00,15,78,635.04,63.504
2019-09-28 03:00:00,14.9,79,596.4,59.64
2019-09-28 04:00:00,15,79,608.16,60.816
2019-09-28 05:00:00,15,80,594.72,59.472
2019-09-28 06:00:00,15.1,82,603.12,60.312
2019-09-28 07:00:00,15.3,76,564.48,56.448
2019-09-28 08:00:00,15.9,74,574.56,57.456
2019-09-28 09:00:00,15.5,79,564.48,56.448
2019-09-28 10:00:00,17.2,70,475.44,47.544
2019-09-28 11:00:00,17.7,64,477.12,47.712
2019-09-28 12:00:00,18.4,66,475.44,47.544
2019-09-28 13:00:00,18.8,62,467.04,46.704
2019-09-28 14:00:00,17.3,72,483.84,48.384
2019-09-28 15:00:00,15.9,77,473.76,47.376
2019-09-28 16:00:00,15.7,77,467.04,46.704
2019-09-28 17:00:00,15.3,77,470.4,47.04
2019-09-28 18:00:00,15,79,492.24,49.224
2019-09-28 19:00:00,15,80,492.24,49.224
2019-09-28 20:00:00,15.1,79,465.36,46.536
2019-09-28 21:00:00,14.7,79,463.68,46.368
2019-09-28 22:00:00,14.6,79,482.16,48.216
2019-09-28 23:00:00,14.2,79,463.68,46.368
2019-09-29 00:00:00,13.6,82,463.68,46.368
2019-09-29 01:00:00,13.6,83,467.04,46.704
2019-09-29 02:00:00,14,81,470.4,47.04
2019-09-29 03:00:00,13.8,82,463.68,46.368
2019-09-29 04:00:00,14,82,470.4,47.04
2019-09-29 05:00:00,14.3,82,468.72,46.872
2019-09-29 06:00:00,14.1,83,470.4,47.04
2019-09-29 07:00:00,14.4,83,431.76,43.176
2019-09-29 08:00:00,15.2,78,435.12,43.512
2019-09-29 09:00:00,17.6,72,443.52,44.352
2019-09-29 10:00:00,19,62,463.68,46.368
2019-09-29 11:00:00,20.8,59,451.92,45.192
2019-09-29 12:00:00,22.5,53,509.04,50.904
2019-09-29 13:00:00,24.7,35,510.72,51.072
2019-09-29 14:00:00,25.6,30,504,50.4
2019-09-29 15:00:00,25,34,509.04,50.904
2019-09-29 16:00:00,25.1,38,488.88,48.888
2019-09-29 17:00:00,22.4,51,510.72,51.072
2019-09-29 18:00:00,18.8,65,520.8,52.08
2019-09-29 19:00:00,17.2,72,458.64,45.864
2019-09-29 20:00:00,16.4,75,455.28,45.528
2019-09-29 21:00:00,15.9,78,465.36,46.536
2019-09-29 22:00:00,15.4,79,463.68,46.368
2019-09-29 23:00:00,15.5,78,458.64,45.864
2019-09-30 00:00:00,15.3,80,441.84,44.184
2019-09-30 01:00:00,14.8,81,451.92,45.192
2019-09-30 02:00:00,14.4,82,453.6,45.36
2019-09-30 03:00:00,14.3,84,446.88,44.688
2019-09-30 04:00:00,14.5,83,453.6,45.36
2019-09-30 05:00:00,14.8,83,458.64,45.864
2019-09-30 06:00:00,14.7,83,463.68,46.368
2019-09-30 07:00:00,15.5,79,440.16,44.016
2019-09-30 08:00:00,17.1,72,485.52,48.552
2019-09-30 09:00:00,19.3,62,8.4,0.84
2019-09-30 10:00:00,20.9,57,487.2,48.72
2019-09-30 11:00:00,23.3,47,485.52,48.552
2019-09-30 12:00:00,25.9,31,495.6,49.56
2019-09-30 13:00:00,26.6,31,509.04,50.904
2019-09-30 14:00:00,26.9,22,504,50.4
2019-09-30 15:00:00,28.6,21,502.32,50.232
2019-09-30 16:00:00,24.2,49,478.8,47.88
2019-09-30 17:00:00,23.5,55,502.32,50.232
2019-09-30 18:00:00,21.1,59,537.6,53.76
2019-09-30 19:00:00,19.3,69,734.16,73.416
2019-09-30 20:00:00,17.8,76,707.28,70.728
2019-09-30 21:00:00,18,73,675.36,67.536
2019-09-30 22:00:00,17.5,74,698.88,69.888
2019-09-30 23:00:00,17,78,692.16,69.216
2019-10-01 00:00:00,16.4,77,675.36,67.536
2019-10-01 01:00:00,15.9,80,677.04,67.704
2019-10-01 02:00:00,16.4,80,690.48,69.048
2019-10-01 03:00:00,16.2,81,690.48,69.048
2019-10-01 04:00:00,16.6,79,678.72,67.872
2019-10-01 05:00:00,16.4,81,687.12,68.712
2019-10-01 06:00:00,16.5,80,682.08,68.208
2019-10-01 07:00:00,17.6,77,677.04,67.704
2019-10-01 08:00:00,18.2,72,715.68,71.568
2019-10-01 09:00:00,20.7,64,697.2,69.72
2019-10-01 10:00:00,23.7,51,719.04,71.904
2019-10-01 11:00:00,26.9,43,729.12,72.912
2019-10-01 12:00:00,27.9,37,745.92,74.592
2019-10-01 13:00:00,30.1,29,761.04,76.104
2019-10-01 14:00:00,31.3,22,776.16,77.616
2019-10-01 15:00:00,32.1,20,771.12,77.112
2019-10-01 16:00:00,32,19,761.04,76.104
2019-10-01 17:00:00,28,41,794.64,79.464
2019-10-01 18:00:00,25.2,52,866.88,86.688
2019-10-01 19:00:00,23.7,59,796.32,79.632
2019-10-01 20:00:00,23.1,62,781.2,78.12
2019-10-01 21:00:00,23,49,759.36,75.936
2019-10-01 22:00:00,22.2,54,724.08,72.408
2019-10-01 23:00:00,21.7,60,695.52,69.552
2019-10-02 00:00:00,20.7,57,682.08,68.208
2019-10-02 01:00:00,20.5,64,685.44,68.544
2019-10-02 02:00:00,19.6,68,672,67.2
2019-10-02 03:00:00,19.2,70,668.64,66.864
2019-10-02 04:00:00,18.5,73,655.2,65.52
2019-10-02 05:00:00,18.1,75,626.64,62.664
2019-10-02 06:00:00,17.8,77,609.84,60.984
2019-10-02 07:00:00,19.7,71,609.84,60.984
2019-10-02 08:00:00,21,65,640.08,64.008
2019-10-02 09:00:00,23.9,54,648.48,64.848
2019-10-02 10:00:00,26.9,45,520.8,52.08
2019-10-02 11:00:00,29.7,37,537.6,53.76
2019-10-02 12:00:00,31.9,25,756,75.6
2019-10-02 13:00:00,32.5,22,910.56,91.056
2019-10-02 14:00:00,34,22,920.64,92.064
2019-10-02 15:00:00,35.1,17,922.32,92.232
2019-10-02 16:00:00,32.5,27,851.76,85.176
2019-10-02 17:00:00,31.2,28,900.48,90.048
2019-10-02 18:00:00,29,26,841.68,84.168
2019-10-02 19:00:00,27.8,24,799.68,79.968
2019-10-02 20:00:00,26.1,30,821.52,82.152
2019-10-02 21:00:00,24.6,41,754.32,75.432
2019-10-02 22:00:00,24.5,39,744.24,74.424
2019-10-02 23:00:00,23.3,44,722.4,72.24
2019-10-03 00:00:00,22.2,48,640.08,64.008
2019-10-03 01:00:00,22,48,619.92,61.992
2019-10-03 02:00:00,21.3,51,618.24,61.824
2019-10-03 03:00:00,20.8,55,619.92,61.992
2019-10-03 04:00:00,20.4,60,609.84,60.984
2019-10-03 05:00:00,19.9,63,608.16,60.816
2019-10-03 06:00:00,19.7,65,609.84,60.984
2019-10-03 07:00:00,19,78,628.32,62.832
2019-10-03 08:00:00,19.2,70,599.76,59.976
2019-10-03 09:00:00,20.7,61,781.2,78.12
2019-10-03 10:00:00,23.3,47,762.72,76.272
2019-10-03 11:00:00,24.1,42,782.88,78.288
2019-10-03 12:00:00,26.1,32,840,84
2019-10-03 13:00:00,26.9,30,826.56,82.656
2019-10-03 14:00:00,27.9,22,836.64,83.664
2019-10-03 15:00:00,27.1,24,819.84,81.984
2019-10-03 16:00:00,24.5,40,814.8,81.48
2019-10-03 17:00:00,21.6,51,754.32,75.432
2019-10-03 18:00:00,19.1,57,771.12,77.112
2019-10-03 19:00:00,17.9,66,750.96,75.096
2019-10-03 20:00:00,17.1,69,715.68,71.568
2019-10-03 21:00:00,17.2,70,703.92,70.392
2019-10-03 22:00:00,17.4,71,703.92,70.392
2019-10-03 23:00:00,17.2,73,675.36,67.536
2019-10-04 00:00:00,17.5,71,668.64,66.864
2019-10-04 01:00:00,16.9,72,596.4,59.64
2019-10-04 02:00:00,16.6,73,613.2,61.32
2019-10-04 03:00:00,16.7,74,599.76,59.976
2019-10-04 04:00:00,16.1,76,591.36,59.136
2019-10-04 05:00:00,16.3,76,572.88,57.288
2019-10-04 06:00:00,16.6,74,582.96,58.296
2019-10-04 07:00:00,17,74,579.6,57.96
2019-10-04 08:00:00,19.1,67,658.56,65.856
2019-10-04 09:00:00,22,57,697.2,69.72
2019-10-04 10:00:00,23.4,50,742.56,74.256
2019-10-04 11:00:00,24.9,45,761.04,76.104
2019-10-04 12:00:00,27.5,38,677.04,67.704
2019-10-04 13:00:00,29.5,31,873.6,87.36
2019-10-04 14:00:00,29.5,26,871.92,87.192
2019-10-04 15:00:00,31.5,23,866.88,86.688
2019-10-04 16:00:00,30.7,23,801.36,80.136
2019-10-04 17:00:00,27.2,45,789.6,78.96
2019-10-04 18:00:00,22.7,59,851.76,85.176
2019-10-04 19:00:00,20.7,69,833.28,83.328
2019-10-04 20:00:00,20.1,71,784.56,78.456
2019-10-04 21:00:00,19.3,73,784.56,78.456
2019-10-04 22:00:00,18.5,77,779.52,77.952
2019-10-04 23:00:00,18.4,77,756,75.6
2019-10-05 00:00:00,18.1,78,697.2,69.72
2019-10-05 01:00:00,17.8,79,690.48,69.048
2019-10-05 02:00:00,18,79,695.52,69.552
2019-10-05 03:00:00,17.9,78,682.08,68.208
2019-10-05 04:00:00,17.6,80,678.72,67.872
2019-10-05 05:00:00,17.4,81,678.72,67.872
2019-10-05 06:00:00,17.2,82,682.08,68.208
2019-10-05 07:00:00,19.6,73,678.72,67.872
2019-10-05 08:00:00,22,59,707.28,70.728
2019-10-05 09:00:00,24.4,49,720.72,72.072
2019-10-05 10:00:00,27.8,38,772.8,77.28
2019-10-05 11:00:00,29.4,31,801.36,80.136
2019-10-05 12:00:00,30.7,26,838.32,83.832
2019-10-05 13:00:00,32,22,836.64,83.664
2019-10-05 14:00:00,31.6,22,834.96,83.496
2019-10-05 15:00:00,33.4,18,823.2,82.32
2019-10-05 16:00:00,32.6,19,831.6,83.16
2019-10-05 17:00:00,31.9,19,811.44,81.144
2019-10-05 18:00:00,28,35,821.52,82.152
2019-10-05 19:00:00,26.2,43,798,79.8
2019-10-05 20:00:00,24.1,56,771.12,77.112
2019-10-05 21:00:00,21.2,75,747.6,74.76
2019-10-05 22:00:00,20.6,77,759.36,75.936
2019-10-05 23:00:00,20.1,76,754.32,75.432
2019-10-06 00:00:00,19.5,77,744.24,74.424
2019-10-06 01:00:00,19.5,74,740.88,74.088
2019-10-06 02:00:00,19.5,75,734.16,73.416
2019-10-06 03:00:00,19.2,76,727.44,72.744
2019-10-06 04:00:00,19.2,75,714,71.4
2019-10-06 05:00:00,19,75,705.6,70.56
2019-10-06 06:00:00,18.6,76,715.68,71.568
2019-10-06 07:00:00,18.8,74,698.88,69.888
2019-10-06 08:00:00,19.4,73,693.84,69.384
2019-10-06 09:00:00,20.8,69,740.88,74.088
2019-10-06 10:00:00,23.3,58,744.24,74.424
2019-10-06 11:00:00,22.8,61,719.04,71.904
2019-10-06 12:00:00,22.8,60,756,75.6
2019-10-06 13:00:00,21.8,64,757.68,75.768
2019-10-06 14:00:00,22.1,63,764.4,76.44
2019-10-06 15:00:00,21.6,64,756,75.6
2019-10-06 16:00:00,20.5,67,747.6,74.76
2019-10-06 17:00:00,19.2,73,719.04,71.904
2019-10-06 18:00:00,17.8,81,734.16,73.416
2019-10-06 19:00:00,18.1,76,739.2,73.92
2019-10-06 20:00:00,17.8,78,732.48,73.248
2019-10-06 21:00:00,17.7,80,675.36,67.536
2019-10-06 22:00:00,17.6,80,672,67.2
2019-10-06 23:00:00,17.6,82,651.84,65.184
2019-10-07 00:00:00,17.2,87,641.76,64.176
2019-10-07 01:00:00,17.2,87,608.16,60.816
